Gene_ID,Gene_Name,Condition
ENSG00000184675,AMER1,Post-Transplant
ENSG00000229037,MRPL32P2,Post-Transplant
ENSG00000234463,COX6CP12,Post-Transplant
ENSG00000017483,SLC38A5,Post-Transplant
ENSG00000182489,XKRX,Post-Transplant
ENSG00000278530,CHMP1B2P,Post-Transplant
ENSG00000147065,MSN,Post-Transplant
ENSG00000217624,YWHAZP10,Post-Transplant
ENSG00000207785,MIR500A,Post-Transplant
ENSG00000204113,BMP2KL,Post-Transplant
ENSG00000207725,MIR222,Post-Transplant
ENSG00000221475,SNORA11D,Post-Transplant
ENSG00000102265,TIMP1,Post-Transplant
ENSG00000212434,U3,Post-Transplant
ENSG00000264618,RN7SL732P,Post-Transplant
ENSG00000196468,FGF16,Post-Transplant
ENSG00000198455,ZXDB,Post-Transplant
ENSG00000215174,NLRP2B,Post-Transplant
ENSG00000220925,IGBP1-AS2,Post-Transplant
ENSG00000225471,TPT1P15,Post-Transplant
ENSG00000049769,PPP1R3F,Post-Transplant
ENSG00000183690,EFHC2,Post-Transplant
ENSG00000230039,CCNYL5,Post-Transplant
ENSG00000158352,SHROOM4,Post-Transplant
ENSG00000213856,VDAC1P2,Post-Transplant
ENSG00000147133,TAF1,Post-Transplant
ENSG00000227581,STAU2P1,Post-Transplant
ENSG00000147044,CASK,Post-Transplant
ENSG00000224701,MED28P4,Post-Transplant
ENSG00000186462,NAP1L2,Post-Transplant
ENSG00000126970,ZC4H2,Post-Transplant
ENSG00000230275,SERBP1P4,Post-Transplant
ENSG00000237752,NCKAP1P1,Post-Transplant
ENSG00000231206,HNRNPA1P25,Post-Transplant
ENSG00000171657,GPR82,Post-Transplant
ENSG00000204071,TCEAL6,Post-Transplant
ENSG00000251192,ZNF674,Post-Transplant
ENSG00000201341,RNU6-421P,Post-Transplant
ENSG00000189145,RPL32P36,Post-Transplant
ENSG00000215070,XRCC6P5,Post-Transplant
ENSG00000234130,AP2B1P1,Post-Transplant
ENSG00000201826,RNU6-867P,Post-Transplant
ENSG00000224975,INE1,Post-Transplant
ENSG00000236988,CTDSPL2P1,Post-Transplant
ENSG00000183035,CYLC1,Post-Transplant
ENSG00000072506,HSD17B10,Post-Transplant
ENSG00000275520,FAM236A,Post-Transplant
ENSG00000213695,RPS7P14,Post-Transplant
ENSG00000189299,FOXR2,Post-Transplant
ENSG00000207486,RNU6-1044P,Post-Transplant
ENSG00000238205,MPC1L,Post-Transplant
ENSG00000269313,MAGIX,Post-Transplant
ENSG00000234636,MED14OS,Post-Transplant
ENSG00000207104,RNU6-434P,Post-Transplant
ENSG00000226119,C3orf49P1,Post-Transplant
ENSG00000268447,SSX2B,Post-Transplant
ENSG00000257529,RPL36A-HNRNPH2,Post-Transplant
ENSG00000274536,MIR223HG,Post-Transplant
ENSG00000232735,ATG4AP1,Post-Transplant
ENSG00000102103,PQBP1,Post-Transplant
ENSG00000213997,PGAM1P7,Post-Transplant
ENSG00000230247,HNRNPH3P1,Post-Transplant
ENSG00000214282,KRT8P14,Post-Transplant
ENSG00000236393,LINC03099,Post-Transplant
ENSG00000102158,MAGT1,Post-Transplant
ENSG00000276575,MIR6895,Post-Transplant
ENSG00000263410,RN7SL460P,Post-Transplant
ENSG00000221459,SNORA11C,Post-Transplant
ENSG00000213747,WASHC3P1,Post-Transplant
ENSG00000233254,RPL21P134,Post-Transplant
ENSG00000206646,Y_RNA,Post-Transplant
ENSG00000233661,SPIN4-AS1,Post-Transplant
ENSG00000173198,CYSLTR1,Post-Transplant
ENSG00000252377,RNU6-504P,Post-Transplant
ENSG00000233033,CASK-AS1,Post-Transplant
ENSG00000186871,ERCC6L,Post-Transplant
ENSG00000120500,ARR3,Post-Transplant
ENSG00000207426,Y_RNA,Post-Transplant
ENSG00000203397,SHISA5P2,Post-Transplant
ENSG00000236365,EIF3MP1,Post-Transplant
ENSG00000215035,FDPSP5,Post-Transplant
ENSG00000215105,TTC3P1,Post-Transplant
ENSG00000130055,GDPD2,Post-Transplant
ENSG00000010671,BTK,Post-Transplant
ENSG00000263972,MIR1587,Post-Transplant
ENSG00000265033,RN7SL262P,Post-Transplant
ENSG00000237506,RPSAP15,Post-Transplant
ENSG00000187243,MAGED4B,Post-Transplant
ENSG00000235124,KRT8P17,Post-Transplant
ENSG00000224902,GAGE12H,Post-Transplant
ENSG00000237341,SYP-AS1,Post-Transplant
ENSG00000237252,MMADHCP1,Post-Transplant
ENSG00000234889,KPNB1P1,Post-Transplant
ENSG00000286181,FLICR,Post-Transplant
ENSG00000227942,FRMD8P1,Post-Transplant
ENSG00000200702,Y_RNA,Post-Transplant
ENSG00000223574,TPMTP4,Post-Transplant
ENSG00000221494,MIR548I4,Post-Transplant
ENSG00000235304,LINC01281,Post-Transplant
ENSG00000082458,DLG3,Post-Transplant
ENSG00000232801,SDCBPP3,Post-Transplant
ENSG00000102001,CACNA1F,Post-Transplant
ENSG00000204363,SPANXN5,Post-Transplant
ENSG00000234201,BMI1P1,Post-Transplant
ENSG00000199051,MIR361,Post-Transplant
ENSG00000269502,DMRTC1,Post-Transplant
ENSG00000000005,TNMD,Post-Transplant
ENSG00000198034,RPS4X,Post-Transplant
ENSG00000206896,RNU6-1124P,Post-Transplant
ENSG00000226556,NPM1P49,Post-Transplant
ENSG00000089472,HEPH,Post-Transplant
ENSG00000158423,RIBC1,Post-Transplant
ENSG00000222667,RNU6-394P,Post-Transplant
ENSG00000206936,RNU4-52P,Post-Transplant
ENSG00000185753,CXorf38,Post-Transplant
ENSG00000007952,NOX1,Post-Transplant
ENSG00000231235,CTNNBL1P1,Post-Transplant
ENSG00000211538,MIR501,Post-Transplant
ENSG00000085224,ATRX,Post-Transplant
ENSG00000223591,CENPVL1,Post-Transplant
ENSG00000155659,VSIG4,Post-Transplant
ENSG00000275643,RBM22P6,Post-Transplant
ENSG00000184634,MED12,Post-Transplant
ENSG00000147119,CHST7,Post-Transplant
ENSG00000207870,MIR221,Post-Transplant
ENSG00000079482,OPHN1,Post-Transplant
ENSG00000102387,TAF7L,Post-Transplant
ENSG00000237206,IMPDH1P4,Post-Transplant
ENSG00000233446,PDK1P2,Post-Transplant
ENSG00000234969,AARSD1P1,Post-Transplant
ENSG00000280870,MIR325HG,Post-Transplant
ENSG00000234466,HDGFL3P1,Post-Transplant
ENSG00000196933,RPS26P11,Post-Transplant
ENSG00000238116,RAD21P1,Post-Transplant
ENSG00000171489,SPACA5,Post-Transplant
ENSG00000241207,SSX18P,Post-Transplant
ENSG00000277721,Metazoa_SRP,Post-Transplant
ENSG00000237671,GAGE12C,Post-Transplant
ENSG00000182220,ATP6AP2,Post-Transplant
ENSG00000232794,HNRNPDP1,Post-Transplant
ENSG00000179031,NSA2P3,Post-Transplant
ENSG00000214018,RRM2P3,Post-Transplant
ENSG00000212546,RNU6-995P,Post-Transplant
ENSG00000238926,Y_RNA,Post-Transplant
ENSG00000165584,SSX3,Post-Transplant
ENSG00000171402,XAGE3,Post-Transplant
ENSG00000086758,HUWE1,Post-Transplant
ENSG00000101951,PAGE4,Post-Transplant
ENSG00000089289,IGBP1,Post-Transplant
ENSG00000215113,CXorf49B,Post-Transplant
ENSG00000235425,RPS7P13,Post-Transplant
ENSG00000147138,GPR174,Post-Transplant
ENSG00000215089,KRT18P11,Post-Transplant
ENSG00000241343,RPL36A,Post-Transplant
ENSG00000204195,AWAT1,Post-Transplant
ENSG00000206723,RNU6-1056P,Post-Transplant
ENSG00000171483,SSX6P,Post-Transplant
ENSG00000272080,MIR502,Post-Transplant
ENSG00000102384,CENPI,Post-Transplant
ENSG00000226299,RPSAP62,Post-Transplant
ENSG00000237089,PCNPP4,Post-Transplant
ENSG00000204072,ARMCX7P,Post-Transplant
ENSG00000198934,MAGEE1,Post-Transplant
ENSG00000212495,RNU6-332P,Post-Transplant
ENSG00000214031,CLDN7P1,Post-Transplant
ENSG00000229735,FTLP16,Post-Transplant
ENSG00000124486,USP9X,Post-Transplant
ENSG00000102226,USP11,Post-Transplant
ENSG00000212027,MIR374B,Post-Transplant
ENSG00000229145,ACTBP1,Post-Transplant
ENSG00000204272,NBDY,Post-Transplant
ENSG00000126950,TMEM35A,Post-Transplant
ENSG00000182872,RBM10,Post-Transplant
ENSG00000126947,ARMCX1,Post-Transplant
ENSG00000154545,MAGED4,Post-Transplant
ENSG00000212207,RNU6-1321P,Post-Transplant
ENSG00000211991,MIR676,Post-Transplant
ENSG00000232562,TPMTP3,Post-Transplant
ENSG00000236747,LINC01282,Post-Transplant
ENSG00000232332,ARL5AP5,Post-Transplant
ENSG00000147164,SNX12,Post-Transplant
ENSG00000201392,RNU6-1078P,Post-Transplant
ENSG00000235892,PKMP2,Post-Transplant
ENSG00000231809,NANOGP9,Post-Transplant
ENSG00000036473,OTC,Post-Transplant
ENSG00000234901,MTND6P13,Post-Transplant
ENSG00000270641,TSIX,Post-Transplant
ENSG00000158526,TSR2,Post-Transplant
ENSG00000102302,FGD1,Post-Transplant
ENSG00000237748,UQCRBP1,Post-Transplant
ENSG00000242998,RN7SL379P,Post-Transplant
ENSG00000226048,YBX1P8,Post-Transplant
ENSG00000179304,FAM156B,Post-Transplant
ENSG00000184911,DMRTC1B,Post-Transplant
ENSG00000221750,SNORA11G,Post-Transplant
ENSG00000275975,Metazoa_SRP,Post-Transplant
ENSG00000235587,GAPDHP65,Post-Transplant
ENSG00000050030,NEXMIF,Post-Transplant
ENSG00000207995,MIR325,Post-Transplant
ENSG00000229807,XIST,Post-Transplant
ENSG00000231729,ARHGEF9-IT1,Post-Transplant
ENSG00000225198,SSX13P,Post-Transplant
ENSG00000231857,MORF4L1P5,Post-Transplant
ENSG00000221187,MIR548M,Post-Transplant
ENSG00000284567,MIR223,Post-Transplant
ENSG00000169562,GJB1,Post-Transplant
ENSG00000227302,SSX19P,Post-Transplant
ENSG00000223714,LINC02601,Post-Transplant
ENSG00000072501,SMC1A,Post-Transplant
ENSG00000247746,USP51,Post-Transplant
ENSG00000131264,CDX4,Post-Transplant
ENSG00000186912,P2RY4,Post-Transplant
ENSG00000270446,RPL34P36,Post-Transplant
ENSG00000204368,SSX20P,Post-Transplant
ENSG00000271886,MIR98,Post-Transplant
ENSG00000231725,VN1R110P,Post-Transplant
ENSG00000214019,RBM39P1,Post-Transplant
ENSG00000166432,ZMAT1,Post-Transplant
ENSG00000204379,XAGE1A,Post-Transplant
ENSG00000226307,HNRNPDLP1,Post-Transplant
ENSG00000165349,SLC7A3,Post-Transplant
ENSG00000172186,HMGN1P35,Post-Transplant
ENSG00000204648,SSX9P,Post-Transplant
ENSG00000189369,GSPT2,Post-Transplant
ENSG00000268009,SSX4,Post-Transplant
ENSG00000266158,RN7SL785P,Post-Transplant
ENSG00000158639,PAGE5,Post-Transplant
ENSG00000126752,SSX1,Post-Transplant
ENSG00000239577,RN7SL388P,Post-Transplant
ENSG00000232813,S100A11P6,Post-Transplant
ENSG00000201567,RNA5SP510,Post-Transplant
ENSG00000015285,WAS,Post-Transplant
ENSG00000229946,B3GNT2P1,Post-Transplant
ENSG00000223260,RN7SKP194,Post-Transplant
ENSG00000283334,MIR4536-1,Post-Transplant
ENSG00000153779,TGIF2LX,Post-Transplant
ENSG00000224659,GAGE12J,Post-Transplant
ENSG00000270499,MKI67P1,Post-Transplant
ENSG00000237661,TNIP2P1,Post-Transplant
ENSG00000237381,NT5DC1P1,Post-Transplant
ENSG00000147130,ZMYM3,Post-Transplant
ENSG00000283594,FAM236C,Post-Transplant
ENSG00000270308,TEX101P1,Post-Transplant
ENSG00000229661,BUD31P2,Post-Transplant
ENSG00000235416,TIPINP1,Post-Transplant
ENSG00000171433,GLOD5,Post-Transplant
ENSG00000147160,AWAT2,Post-Transplant
ENSG00000174740,PABPC5,Post-Transplant
ENSG00000235170,MTND1P31,Post-Transplant
ENSG00000231750,NANOGP10,Post-Transplant
ENSG00000198157,HMGN5,Post-Transplant
ENSG00000147124,ZNF41,Post-Transplant
ENSG00000234566,RPL7AP71,Post-Transplant
ENSG00000238730,RNU7-164P,Post-Transplant
ENSG00000221705,SNORA11E,Post-Transplant
ENSG00000184515,BEX5,Post-Transplant
ENSG00000189064,GAGE2A,Post-Transplant
ENSG00000102362,SYTL4,Post-Transplant
ENSG00000187754,SSX7,Post-Transplant
ENSG00000274588,DGKK,Post-Transplant
ENSG00000130988,RGN,Post-Transplant
ENSG00000228041,EIF3JP1,Post-Transplant
ENSG00000229667,UBE2V1P9,Post-Transplant
ENSG00000271056,MRPS22P1,Post-Transplant
ENSG00000221466,MIR548AJ2,Post-Transplant
ENSG00000147081,AKAP4,Post-Transplant
ENSG00000083750,RRAGB,Post-Transplant
ENSG00000283435,MIR1321,Post-Transplant
ENSG00000102349,KLF8,Post-Transplant
ENSG00000226081,USP12PX,Post-Transplant
ENSG00000223259,RNA5SP508,Post-Transplant
ENSG00000196998,WDR45,Post-Transplant
ENSG00000234039,NDUFA5P7,Post-Transplant
ENSG00000234557,PPIAP90,Post-Transplant
ENSG00000268350,FAM156A,Post-Transplant
ENSG00000227534,AP1M2P1,Post-Transplant
ENSG00000101940,WDR13,Post-Transplant
ENSG00000183337,BCOR,Post-Transplant
ENSG00000204915,MFFP3,Post-Transplant
ENSG00000165240,ATP7A,Post-Transplant
ENSG00000228004,MYCLP2,Post-Transplant
ENSG00000186787,SPIN2B,Post-Transplant
ENSG00000231944,PHKA1-AS1,Post-Transplant
ENSG00000189401,OTUD6A,Post-Transplant
ENSG00000174225,ARL13A,Post-Transplant
ENSG00000147168,IL2RG,Post-Transplant
ENSG00000102053,ZC3H12B,Post-Transplant
ENSG00000165194,PCDH19,Post-Transplant
ENSG00000243279,PRAF2,Post-Transplant
ENSG00000147099,HDAC8,Post-Transplant
ENSG00000226881,H3P44,Post-Transplant
ENSG00000169188,APEX2,Post-Transplant
ENSG00000237963,PRXL2CP1,Post-Transplant
ENSG00000236870,POMPP1,Post-Transplant
ENSG00000197779,ZNF81,Post-Transplant
ENSG00000102401,ARMCX3,Post-Transplant
ENSG00000238269,PAGE2B,Post-Transplant
ENSG00000102109,PCSK1N,Post-Transplant
ENSG00000156313,RPGR,Post-Transplant
ENSG00000216649,GAGE12E,Post-Transplant
ENSG00000234135,RPL23AP83,Post-Transplant
ENSG00000230317,LINC01284,Post-Transplant
ENSG00000215102,TERF1P4,Post-Transplant
ENSG00000224656,SMSP1,Post-Transplant
ENSG00000187969,ZCCHC13,Post-Transplant
ENSG00000228612,HK2P1,Post-Transplant
ENSG00000188917,TRMT2B,Post-Transplant
ENSG00000231831,MTHFD1P1,Post-Transplant
ENSG00000207515,RNU6-555P,Post-Transplant
ENSG00000188937,NYX,Post-Transplant
ENSG00000067177,PHKA1,Post-Transplant
ENSG00000264573,RN7SL15P,Post-Transplant
ENSG00000001497,LAS1L,Post-Transplant
ENSG00000207768,MIR188,Post-Transplant
ENSG00000244006,RN7SL799P,Post-Transplant
ENSG00000125931,CITED1,Post-Transplant
ENSG00000235437,LINC01278,Post-Transplant
ENSG00000225508,SSX15P,Post-Transplant
ENSG00000204116,CHIC1,Post-Transplant
ENSG00000224072,VEZTP1,Post-Transplant
ENSG00000186288,PABPC1L2A,Post-Transplant
ENSG00000228125,AKIRIN1P2,Post-Transplant
ENSG00000158813,EDA,Post-Transplant
ENSG00000271209,BRDTP1,Post-Transplant
ENSG00000283349,PFN5P,Post-Transplant
ENSG00000225912,RPL26P36,Post-Transplant
ENSG00000228051,WBP11P3,Post-Transplant
ENSG00000223707,SFR1P2,Post-Transplant
ENSG00000230665,THAP12P1,Post-Transplant
ENSG00000227391,SALL1P1,Post-Transplant
ENSG00000207291,RNU6-30P,Post-Transplant
ENSG00000199226,RNU6-50P,Post-Transplant
ENSG00000102225,CDK16,Post-Transplant
ENSG00000235382,MTND4P31,Post-Transplant
ENSG00000234322,ST13P18,Post-Transplant
ENSG00000204271,SPIN3,Post-Transplant
ENSG00000157965,SSX8P,Post-Transplant
ENSG00000228328,PGK1P1,Post-Transplant
ENSG00000234413,MPV17L2P1,Post-Transplant
ENSG00000252145,RNU6-1225P,Post-Transplant
ENSG00000214628,NDUFB5P2,Post-Transplant
ENSG00000273820,USP27X,Post-Transplant
ENSG00000131174,COX7B,Post-Transplant
ENSG00000102383,ZDHHC15,Post-Transplant
ENSG00000090889,KIF4A,Post-Transplant
ENSG00000131080,EDA2R,Post-Transplant
ENSG00000236813,BTF3P8,Post-Transplant
ENSG00000231356,MTFR1P1,Post-Transplant
ENSG00000233063,SAR1AP4,Post-Transplant
ENSG00000236185,HNRNPDLP3,Post-Transplant
ENSG00000224208,ZCRB1P1,Post-Transplant
ENSG00000147082,CCNB3,Post-Transplant
ENSG00000283242,MIR384,Post-Transplant
ENSG00000230311,TOMM20P4,Post-Transplant
ENSG00000242065,RN7SL291P,Post-Transplant
ENSG00000186675,MAGEE2,Post-Transplant
ENSG00000271433,PPATP2,Post-Transplant
ENSG00000277474,MIR6894,Post-Transplant
ENSG00000230823,CBX1P1,Post-Transplant
ENSG00000269904,MAP2K4P1,Post-Transplant
ENSG00000235916,MRPS18CP7,Post-Transplant
ENSG00000206685,RNU6-1189P,Post-Transplant
ENSG00000281852,LINC00891,Post-Transplant
ENSG00000234570,ZFRP1,Post-Transplant
ENSG00000229324,NUTF2P7,Post-Transplant
ENSG00000171478,SPACA5B,Post-Transplant
ENSG00000187690,EZHIP,Post-Transplant
ENSG00000252856,RNA5SP503,Post-Transplant
ENSG00000213698,CAPZA1P3,Post-Transplant
ENSG00000131089,ARHGEF9,Post-Transplant
ENSG00000155008,APOOL,Post-Transplant
ENSG00000234161,PABPC5-AS1,Post-Transplant
ENSG00000214009,PCNAP3,Post-Transplant
ENSG00000226867,SSX21P,Post-Transplant
ENSG00000229132,EIF4A1P10,Post-Transplant
ENSG00000182707,FXYD6P3,Post-Transplant
ENSG00000212623,RNU6-493P,Post-Transplant
ENSG00000199751,Y_RNA,Post-Transplant
ENSG00000147100,SLC16A2,Post-Transplant
ENSG00000236751,LINC01186,Post-Transplant
ENSG00000204118,NAP1L6P,Post-Transplant
ENSG00000012211,PRICKLE3,Post-Transplant
ENSG00000201618,RNA5SP505,Post-Transplant
ENSG00000215269,GAGE12G,Post-Transplant
ENSG00000276823,Metazoa_SRP,Post-Transplant
ENSG00000221994,ZNF630,Post-Transplant
ENSG00000188021,UBQLN2,Post-Transplant
ENSG00000147155,EBP,Post-Transplant
ENSG00000231478,FCF1P9,Post-Transplant
ENSG00000069535,MAOB,Post-Transplant
ENSG00000200431,RNU4-81P,Post-Transplant
ENSG00000090776,EFNB1,Post-Transplant
ENSG00000147050,KDM6A,Post-Transplant
ENSG00000222810,RNU2-68P,Post-Transplant
ENSG00000223309,RNU6-722P,Post-Transplant
ENSG00000187682,ERAS,Post-Transplant
ENSG00000181704,YIPF6,Post-Transplant
ENSG00000186310,NAP1L3,Post-Transplant
ENSG00000202024,RNU6-934P,Post-Transplant
ENSG00000201659,RNU12-2P,Post-Transplant
ENSG00000201271,RNU1-112P,Post-Transplant
ENSG00000200473,RNA5SP507,Post-Transplant
ENSG00000188459,WASF4P,Post-Transplant
ENSG00000120498,TEX11,Post-Transplant
ENSG00000242559,RN7SL144P,Post-Transplant
ENSG00000270069,MIR222HG,Post-Transplant
ENSG00000227988,CRIPTOP1,Post-Transplant
ENSG00000126952,NXF5,Post-Transplant
ENSG00000236735,RPL31P63,Post-Transplant
ENSG00000126759,CFP,Post-Transplant
ENSG00000270826,USP37P1,Post-Transplant
ENSG00000187601,MAGEH1,Post-Transplant
ENSG00000275335,MIR8088,Post-Transplant
ENSG00000165259,HDX,Post-Transplant
ENSG00000072133,RPS6KA6,Post-Transplant
ENSG00000204382,XAGE1B,Post-Transplant
ENSG00000202495,Y_RNA,Post-Transplant
ENSG00000271290,COPS8P1,Post-Transplant
ENSG00000214047,RPS11P7,Post-Transplant
ENSG00000238606,RNU7-7P,Post-Transplant
ENSG00000199422,VTRNA3-1P,Post-Transplant
ENSG00000101997,CCDC22,Post-Transplant
ENSG00000078596,ITM2A,Post-Transplant
ENSG00000227488,GAGE12D,Post-Transplant
ENSG00000068438,FTSJ1,Post-Transplant
ENSG00000208015,MIR362,Post-Transplant
ENSG00000102385,DRP2,Post-Transplant
ENSG00000226784,PGAM4,Post-Transplant
ENSG00000223819,PPIAP89,Post-Transplant
ENSG00000102309,PIN4,Post-Transplant
ENSG00000237211,SETP4,Post-Transplant
ENSG00000094631,HDAC6,Post-Transplant
ENSG00000196741,LINC01560,Post-Transplant
ENSG00000232928,DDX3P1,Post-Transplant
ENSG00000147166,ITGB1BP2,Post-Transplant
ENSG00000156298,TSPAN7,Post-Transplant
ENSG00000196338,NLGN3,Post-Transplant
ENSG00000008056,SYN1,Post-Transplant
ENSG00000270791,DPRXP6,Post-Transplant
ENSG00000281566,LINC03077,Post-Transplant
ENSG00000130119,GNL3L,Post-Transplant
ENSG00000165591,FAAH2,Post-Transplant
ENSG00000285776,5S_rRNA,Post-Transplant
ENSG00000213269,RPS6P26,Post-Transplant
ENSG00000068354,TBC1D25,Post-Transplant
ENSG00000213100,KRT18P68,Post-Transplant
ENSG00000230844,ZNF674-AS1,Post-Transplant
ENSG00000068323,TFE3,Post-Transplant
ENSG00000213018,PABPN1P1,Post-Transplant
ENSG00000233162,MORF4L1P6,Post-Transplant
ENSG00000242657,RN7SL581P,Post-Transplant
ENSG00000270759,OOEPP1,Post-Transplant
ENSG00000186810,CXCR3,Post-Transplant
ENSG00000126767,ELK1,Post-Transplant
ENSG00000174016,TENT5D,Post-Transplant
ENSG00000201517,RNU6-707P,Post-Transplant
ENSG00000235447,TRAPPC13P1,Post-Transplant
ENSG00000228492,RAB11FIP1P1,Post-Transplant
ENSG00000229168,RPL19P20,Post-Transplant
ENSG00000102057,KCND1,Post-Transplant
ENSG00000147202,DIAPH2,Post-Transplant
ENSG00000131171,SH3BGRL,Post-Transplant
ENSG00000225569,CCT4P2,Post-Transplant
ENSG00000147113,DIPK2B,Post-Transplant
ENSG00000234191,LINC01283,Post-Transplant
ENSG00000233229,CNOT7P1,Post-Transplant
ENSG00000198881,ASB12,Post-Transplant
ENSG00000213706,RHOG2P,Post-Transplant
ENSG00000225536,STIP1P3,Post-Transplant
ENSG00000270813,NANOGNBP3,Post-Transplant
ENSG00000184210,DGAT2L6,Post-Transplant
ENSG00000228232,GAPDHP1,Post-Transplant
ENSG00000000003,TSPAN6,Post-Transplant
ENSG00000223395,RBM22P7,Post-Transplant
ENSG00000200906,RNU6-854P,Post-Transplant
ENSG00000188419,CHM,Post-Transplant
ENSG00000214045,IMPDH1P2,Post-Transplant
ENSG00000252810,RNU6-345P,Post-Transplant
ENSG00000243468,INGX,Post-Transplant
ENSG00000228182,MTND2P25,Post-Transplant
ENSG00000231549,ATP5MKP1,Post-Transplant
ENSG00000205777,GAGE1,Post-Transplant
ENSG00000215286,SRSF6P1,Post-Transplant
ENSG00000102055,PPP1R2C,Post-Transplant
ENSG00000126953,TIMM8A,Post-Transplant
ENSG00000226502,KRT8P27,Post-Transplant
ENSG00000171659,GPR34,Post-Transplant
ENSG00000248503,C4orf46P2,Post-Transplant
ENSG00000215162,LINC00269,Post-Transplant
ENSG00000200635,Y_RNA,Post-Transplant
ENSG00000199601,RNU6-562P,Post-Transplant
ENSG00000226579,MTCYBP31,Post-Transplant
ENSG00000130985,UBA1,Post-Transplant
ENSG00000237528,UQCR10P1,Post-Transplant
ENSG00000235061,UBE2V1P7,Post-Transplant
ENSG00000227434,RNF19BPX,Post-Transplant
ENSG00000101811,CSTF2,Post-Transplant
ENSG00000215284,CHMP5P1,Post-Transplant
ENSG00000226725,PABPC1L2B-AS1,Post-Transplant
ENSG00000236243,RPL6P29,Post-Transplant
ENSG00000231765,PPP1R11P2,Post-Transplant
ENSG00000069509,FUNDC1,Post-Transplant
ENSG00000068308,OTUD5,Post-Transplant
ENSG00000183911,RPL21P132,Post-Transplant
ENSG00000263858,MIR4769,Post-Transplant
ENSG00000215115,CXorf49,Post-Transplant
ENSG00000225839,TRMT2B-AS1,Post-Transplant
ENSG00000184083,FAM120C,Post-Transplant
ENSG00000229693,SKP2P1,Post-Transplant
ENSG00000233984,RPSAP14,Post-Transplant
ENSG00000207408,Y_RNA,Post-Transplant
ENSG00000067445,TRO,Post-Transplant
ENSG00000231706,CYCSP43,Post-Transplant
ENSG00000220125,MRPL32P1,Post-Transplant
ENSG00000181191,PJA1,Post-Transplant
ENSG00000158578,ALAS2,Post-Transplant
ENSG00000207367,RNU6-29P,Post-Transplant
ENSG00000230956,CAPZA1P1,Post-Transplant
ENSG00000202410,Y_RNA,Post-Transplant
ENSG00000222608,RNA5SP504,Post-Transplant
ENSG00000179222,MAGED1,Post-Transplant
ENSG00000102271,KLHL4,Post-Transplant
ENSG00000238190,HMGB1P15,Post-Transplant
ENSG00000102096,PIM2,Post-Transplant
ENSG00000212584,RNU6-587P,Post-Transplant
ENSG00000225858,MATR3P1,Post-Transplant
ENSG00000147118,ZNF182,Post-Transplant
ENSG00000199564,RNA5SP502,Post-Transplant
ENSG00000230146,SEPHS1P4,Post-Transplant
ENSG00000278838,Metazoa_SRP,Post-Transplant
ENSG00000236362,GAGE12F,Post-Transplant
ENSG00000182574,CSGALNACT2P1,Post-Transplant
ENSG00000225470,JPX,Post-Transplant
ENSG00000270747,S100A11P9,Post-Transplant
ENSG00000201377,RNY4P23,Post-Transplant
ENSG00000274274,GAGE13,Post-Transplant
ENSG00000268994,FAM236B,Post-Transplant
ENSG00000228158,TLE1P1,Post-Transplant
ENSG00000222440,RNU2-26P,Post-Transplant
ENSG00000068394,GPKOW,Post-Transplant
ENSG00000227536,SOCS5P4,Post-Transplant
ENSG00000212605,RNU1-56P,Post-Transplant
ENSG00000147162,OGT,Post-Transplant
ENSG00000204279,PAGE3,Post-Transplant
ENSG00000232593,KANTR,Post-Transplant
ENSG00000232069,RPS29P28,Post-Transplant
ENSG00000232842,KAT7P1,Post-Transplant
ENSG00000213740,SERBP1P1,Post-Transplant
ENSG00000214745,GOT2P6,Post-Transplant
ENSG00000234404,SPRYD7P1,Post-Transplant
ENSG00000229760,MTCO1P52,Post-Transplant
ENSG00000131263,RLIM,Post-Transplant
ENSG00000189221,MAOA,Post-Transplant
ENSG00000232168,P2RY10BP,Post-Transplant
ENSG00000147123,NDUFB11,Post-Transplant
ENSG00000235262,KDM5C-IT1,Post-Transplant
ENSG00000222532,MIR1468,Post-Transplant
ENSG00000102221,JADE3,Post-Transplant
ENSG00000147174,GCNA,Post-Transplant
ENSG00000124313,IQSEC2,Post-Transplant
ENSG00000094841,UPRT,Post-Transplant
ENSG00000204904,LINC01545,Post-Transplant
ENSG00000224949,RPL37P24,Post-Transplant
ENSG00000231340,ACTG1P10,Post-Transplant
ENSG00000235636,NUS1P1,Post-Transplant
ENSG00000147144,CCDC120,Post-Transplant
ENSG00000225025,KIF4CP,Post-Transplant
ENSG00000215301,DDX3X,Post-Transplant
ENSG00000236852,SSBL2P,Post-Transplant
ENSG00000213653,RPL22P22,Post-Transplant
ENSG00000239057,MIR500B,Post-Transplant
ENSG00000130385,BMP15,Post-Transplant
ENSG00000130054,NALF2,Post-Transplant
ENSG00000102390,PBDC1,Post-Transplant
ENSG00000236276,NDP-AS1,Post-Transplant
ENSG00000283622,MIR4328,Post-Transplant
ENSG00000204086,RPA4,Post-Transplant
ENSG00000273788,U3,Post-Transplant
ENSG00000202566,MIR421,Post-Transplant
ENSG00000227645,RPL7P54,Post-Transplant
ENSG00000226753,FOXN3P2,Post-Transplant
ENSG00000049768,FOXP3,Post-Transplant
ENSG00000147121,KRBOX4,Post-Transplant
ENSG00000238047,MTND1P30,Post-Transplant
ENSG00000147041,SYTL5,Post-Transplant
ENSG00000228301,RPL7P55,Post-Transplant
