Gene_ID,Gene_Name,Condition
ENSG00000211866,TRAJ23,Post-Transplant
ENSG00000165617,DACT1,Post-Transplant
ENSG00000259104,PTCSC3,Post-Transplant
ENSG00000258469,CHMP4BP1,Post-Transplant
ENSG00000182521,TBPL2,Post-Transplant
ENSG00000226132,RPS3AP46,Post-Transplant
ENSG00000211804,TRDV1,Post-Transplant
ENSG00000211786,TRAV8-2,Post-Transplant
ENSG00000250548,LINC01303,Post-Transplant
ENSG00000257523,LINC02326,Post-Transplant
ENSG00000257056,LINC02282,Post-Transplant
ENSG00000211800,TRAV20,Post-Transplant
ENSG00000136315,RNASE2CP,Post-Transplant
ENSG00000211808,TRAV8-7,Post-Transplant
ENSG00000259719,LINC02284,Post-Transplant
ENSG00000206870,RNU6-398P,Post-Transplant
ENSG00000258616,LINC02303,Post-Transplant
ENSG00000276168,RN7SL1,Post-Transplant
ENSG00000214903,RPS15AP3,Post-Transplant
ENSG00000237235,TRDD2,Post-Transplant
ENSG00000092020,PPP2R3C,Post-Transplant
ENSG00000100842,EFS,Post-Transplant
ENSG00000253003,RNU6-1261P,Post-Transplant
ENSG00000258537,FRMD6-AS2,Post-Transplant
ENSG00000126777,KTN1,Post-Transplant
ENSG00000207046,RNU6-886P,Post-Transplant
ENSG00000211828,TRDJ3,Post-Transplant
ENSG00000179476,C14orf28,Post-Transplant
ENSG00000176219,OR11H6,Post-Transplant
ENSG00000166091,CMTM5,Post-Transplant
ENSG00000211835,TRAJ56,Post-Transplant
ENSG00000258685,AKR1B1P5,Post-Transplant
ENSG00000258694,LINC02319,Post-Transplant
ENSG00000131951,LRRC9,Post-Transplant
ENSG00000100897,DCAF11,Post-Transplant
ENSG00000258996,PPIAP5,Post-Transplant
ENSG00000259318,HMGN1P1,Post-Transplant
ENSG00000213641,RPL7AP4,Post-Transplant
ENSG00000222931,RN7SKP205,Post-Transplant
ENSG00000258872,FDPSP3,Post-Transplant
ENSG00000238344,SNORD126,Post-Transplant
ENSG00000252782,RNU6-341P,Post-Transplant
ENSG00000139977,NAA30,Post-Transplant
ENSG00000181803,OR6S1,Post-Transplant
ENSG00000240463,RPS19P3,Post-Transplant
ENSG00000211839,TRAJ50,Post-Transplant
ENSG00000225766,DHRS4L1,Post-Transplant
ENSG00000197776,KLHDC1,Post-Transplant
ENSG00000243700,RN7SL598P,Post-Transplant
ENSG00000259169,GNRHR2P1,Post-Transplant
ENSG00000211814,TRAV35,Post-Transplant
ENSG00000180008,SOCS4,Post-Transplant
ENSG00000176294,OR4N2,Post-Transplant
ENSG00000213983,AP1G2,Post-Transplant
ENSG00000257957,QRSL1P3,Post-Transplant
ENSG00000182652,OR4Q3,Post-Transplant
ENSG00000211879,TRAJ10,Post-Transplant
ENSG00000100644,HIF1A,Post-Transplant
ENSG00000258445,MAD2L1P1,Post-Transplant
ENSG00000139946,PELI2,Post-Transplant
ENSG00000129472,RAB2B,Post-Transplant
ENSG00000197358,BNIP3P1,Post-Transplant
ENSG00000257636,G2E3-AS1,Post-Transplant
ENSG00000032219,ARID4A,Post-Transplant
ENSG00000100448,CTSG,Post-Transplant
ENSG00000211787,TRAV8-3,Post-Transplant
ENSG00000211813,TRAV34,Post-Transplant
ENSG00000176253,OR4K13,Post-Transplant
ENSG00000136367,ZFHX2,Post-Transplant
ENSG00000211812,TRAV26-2,Post-Transplant
ENSG00000258636,LRFN5-DT,Post-Transplant
ENSG00000258175,LINC02300,Post-Transplant
ENSG00000100503,NIN,Post-Transplant
ENSG00000129484,PARP2,Post-Transplant
ENSG00000165516,KLHDC2,Post-Transplant
ENSG00000258727,AP1G2-AS1,Post-Transplant
ENSG00000155249,OR4K1,Post-Transplant
ENSG00000139973,SYT16,Post-Transplant
ENSG00000258835,TRAV28,Post-Transplant
ENSG00000258952,SALRNA1,Post-Transplant
ENSG00000100916,BRMS1L,Post-Transplant
ENSG00000100612,DHRS7,Post-Transplant
ENSG00000179636,TPPP2,Post-Transplant
ENSG00000198604,BAZ1A,Post-Transplant
ENSG00000151322,NPAS3,Post-Transplant
ENSG00000259431,THTPA,Post-Transplant
ENSG00000259095,GTF2IP22,Post-Transplant
ENSG00000087303,NID2,Post-Transplant
ENSG00000176290,OR4K3,Post-Transplant
ENSG00000125378,BMP4,Post-Transplant
ENSG00000214900,LINC01588,Post-Transplant
ENSG00000176230,OR4K17,Post-Transplant
ENSG00000100883,SRP54,Post-Transplant
ENSG00000211870,TRAJ19,Post-Transplant
ENSG00000258456,PTCD2P1,Post-Transplant
ENSG00000211887,TRAJ2,Post-Transplant
ENSG00000211846,TRAJ43,Post-Transplant
ENSG00000258704,SRP54-AS1,Post-Transplant
ENSG00000129515,SNX6,Post-Transplant
ENSG00000211861,TRAJ28,Post-Transplant
ENSG00000241052,RPL23AP70,Post-Transplant
ENSG00000020577,SAMD4A,Post-Transplant
ENSG00000172590,MRPL52,Post-Transplant
ENSG00000258667,HIF1A-AS3,Post-Transplant
ENSG00000270433,H3P37,Post-Transplant
ENSG00000259083,PNN-AS1,Post-Transplant
ENSG00000151327,FAM177A1,Post-Transplant
ENSG00000226677,IGBP1P1,Post-Transplant
ENSG00000237054,PRMT5-AS1,Post-Transplant
ENSG00000211872,TRAJ17,Post-Transplant
ENSG00000213928,IRF9,Post-Transplant
ENSG00000211801,TRAV21,Post-Transplant
ENSG00000129473,BCL2L2,Post-Transplant
ENSG00000092201,SUPT16H,Post-Transplant
ENSG00000240392,RPL9P3,Post-Transplant
ENSG00000211797,TRAV17,Post-Transplant
ENSG00000176435,CLEC14A,Post-Transplant
ENSG00000256553,TRAV1-2,Post-Transplant
ENSG00000139974,SLC38A6,Post-Transplant
ENSG00000100852,ARHGAP5,Post-Transplant
ENSG00000271424,GLRX5P3,Post-Transplant
ENSG00000211806,TRAV25,Post-Transplant
ENSG00000255804,OR6J1,Post-Transplant
ENSG00000139880,CDH24,Post-Transplant
ENSG00000165821,SALL2,Post-Transplant
ENSG00000100911,PSME2,Post-Transplant
ENSG00000258479,LINC00640,Post-Transplant
ENSG00000129480,DTD2,Post-Transplant
ENSG00000100888,CHD8,Post-Transplant
ENSG00000092068,SLC7A8,Post-Transplant
ENSG00000257720,ILF2P2,Post-Transplant
ENSG00000092108,SCFD1,Post-Transplant
ENSG00000136305,CIDEB,Post-Transplant
ENSG00000131943,C19orf12,Post-Transplant
ENSG00000189052,CGB5,Post-Transplant
ENSG00000239210,RPS26P55,Post-Transplant
ENSG00000284258,MIR8085,Post-Transplant
ENSG00000182472,CAPN12,Post-Transplant
ENSG00000130202,NECTIN2,Post-Transplant
ENSG00000267407,LINC02841,Post-Transplant
ENSG00000249210,GAPDHP38,Post-Transplant
ENSG00000117877,POLR1G,Post-Transplant
ENSG00000267796,LIN37,Post-Transplant
ENSG00000187187,ZNF546,Post-Transplant
ENSG00000105220,GPI,Post-Transplant
ENSG00000142233,NTN5,Post-Transplant
ENSG00000105261,OVOL3,Post-Transplant
ENSG00000105258,POLR2I,Post-Transplant
ENSG00000267590,NDUFA3P1,Post-Transplant
ENSG00000179168,GGN,Post-Transplant
ENSG00000176531,PHLDB3,Post-Transplant
ENSG00000188505,NCCRP1,Post-Transplant
ENSG00000268469,BNIP3P38,Post-Transplant
ENSG00000011332,DPF1,Post-Transplant
ENSG00000121289,CEP89,Post-Transplant
ENSG00000105402,NAPA,Post-Transplant
ENSG00000176761,ZNF285BP,Post-Transplant
ENSG00000244253,RPS29P24,Post-Transplant
ENSG00000230529,CEACAMP9,Post-Transplant
ENSG00000105171,POP4,Post-Transplant
ENSG00000105738,SIPA1L3,Post-Transplant
ENSG00000188766,SPRED3,Post-Transplant
ENSG00000089356,FXYD3,Post-Transplant
ENSG00000105699,LSR,Post-Transplant
ENSG00000177051,FBXO46,Post-Transplant
ENSG00000241983,RN7SL566P,Post-Transplant
ENSG00000076928,ARHGEF1,Post-Transplant
ENSG00000264317,RN7SL154P,Post-Transplant
ENSG00000128000,ZNF780B,Post-Transplant
ENSG00000126262,FFAR2,Post-Transplant
ENSG00000182324,KCNJ14,Post-Transplant
ENSG00000222614,Y_RNA,Post-Transplant
ENSG00000267631,CGB1,Post-Transplant
ENSG00000126264,HCST,Post-Transplant
ENSG00000267692,TAF9P3,Post-Transplant
ENSG00000105464,GRIN2D,Post-Transplant
ENSG00000171570,RAB4B-EGLN2,Post-Transplant
ENSG00000268034,TPM3P5,Post-Transplant
ENSG00000142046,TMEM91,Post-Transplant
ENSG00000130758,MAP3K10,Post-Transplant
ENSG00000088002,SULT2B1,Post-Transplant
ENSG00000024422,EHD2,Post-Transplant
ENSG00000269266,DNAJC19P2,Post-Transplant
ENSG00000104783,KCNN4,Post-Transplant
ENSG00000104884,ERCC2,Post-Transplant
ENSG00000275132,RN7SL663P,Post-Transplant
ENSG00000105679,GAPDHS,Post-Transplant
ENSG00000121297,TSHZ3,Post-Transplant
ENSG00000167641,PPP1R14A,Post-Transplant
ENSG00000197405,C5AR1,Post-Transplant
ENSG00000177191,B3GNT8,Post-Transplant
ENSG00000267470,ZNF571-AS1,Post-Transplant
ENSG00000242221,PSG2,Post-Transplant
ENSG00000010310,GIPR,Post-Transplant
ENSG00000198453,ZNF568,Post-Transplant
ENSG00000224476,RPL36P16,Post-Transplant
ENSG00000079435,LIPE,Post-Transplant
ENSG00000188493,ACTMAP,Post-Transplant
ENSG00000205076,LGALS7,Post-Transplant
ENSG00000277383,BICRA-AS2,Post-Transplant
ENSG00000104881,PPP1R13L,Post-Transplant
ENSG00000213965,NUDT19,Post-Transplant
ENSG00000226763,SRRM5,Post-Transplant
ENSG00000243137,PSG4,Post-Transplant
ENSG00000268751,SCGB1B2P,Post-Transplant
ENSG00000186020,ZNF529,Post-Transplant
ENSG00000197372,ZNF675,Post-Transplant
ENSG00000198182,ZNF607,Post-Transplant
ENSG00000130612,CYP2G1P,Post-Transplant
ENSG00000105538,RASIP1,Post-Transplant
ENSG00000104827,CGB3,Post-Transplant
ENSG00000232871,SEC1P,Post-Transplant
ENSG00000105737,GRIK5,Post-Transplant
ENSG00000105173,CCNE1,Post-Transplant
ENSG00000273111,LYPD4,Post-Transplant
ENSG00000197782,ZNF780A,Post-Transplant
ENSG00000105388,CEACAM5,Post-Transplant
ENSG00000187244,BCAM,Post-Transplant
ENSG00000186326,RGS9BP,Post-Transplant
ENSG00000204933,CD177P1,Post-Transplant
ENSG00000267296,CEBPA-DT,Post-Transplant
ENSG00000206925,Y_RNA,Post-Transplant
ENSG00000099341,PSMD8,Post-Transplant
ENSG00000231924,PSG1,Post-Transplant
ENSG00000105479,ODAD1,Post-Transplant
ENSG00000267696,ERVK-28,Post-Transplant
ENSG00000170608,FOXA3,Post-Transplant
ENSG00000233681,CEACAMP1,Post-Transplant
ENSG00000188624,IGFL3,Post-Transplant
ENSG00000167645,YIF1B,Post-Transplant
ENSG00000230086,VN1R96P,Post-Transplant
ENSG00000128016,ZFP36,Post-Transplant
ENSG00000178980,SELENOW,Post-Transplant
ENSG00000169021,UQCRFS1,Post-Transplant
ENSG00000188425,NANOS2,Post-Transplant
ENSG00000105254,TBCB,Post-Transplant
ENSG00000233527,ZNF529-AS1,Post-Transplant
ENSG00000249861,LGALS16,Post-Transplant
ENSG00000130244,FAM98C,Post-Transplant
ENSG00000125746,EML2,Post-Transplant
ENSG00000090372,STRN4,Post-Transplant
ENSG00000252780,RNA5SP471,Post-Transplant
ENSG00000062370,ZNF112,Post-Transplant
ENSG00000123810,B9D2,Post-Transplant
ENSG00000176472,ZNF575,Post-Transplant
ENSG00000130755,GMFG,Post-Transplant
ENSG00000267508,ZNF285,Post-Transplant
ENSG00000105227,PRX,Post-Transplant
ENSG00000185453,ZSWIM9,Post-Transplant
ENSG00000259339,TGIF1P1,Post-Transplant
ENSG00000252272,RNA5SP470,Post-Transplant
ENSG00000267019,NTF6A,Post-Transplant
ENSG00000180884,ZNF792,Post-Transplant
ENSG00000239948,RN7SL368P,Post-Transplant
ENSG00000206758,RNU6-317P,Post-Transplant
ENSG00000200179,Y_RNA,Post-Transplant
ENSG00000261615,LINC01858,Post-Transplant
ENSG00000142252,GEMIN7,Post-Transplant
ENSG00000125755,SYMPK,Post-Transplant
ENSG00000063180,CA11,Post-Transplant
ENSG00000283758,PMIS2,Post-Transplant
ENSG00000063322,MED29,Post-Transplant
ENSG00000142273,CBLC,Post-Transplant
ENSG00000187135,VSTM2B,Post-Transplant
ENSG00000189001,SBSN,Post-Transplant
ENSG00000277013,SUNO1,Post-Transplant
ENSG00000011478,QPCTL,Post-Transplant
ENSG00000272311,IFNL4P1,Post-Transplant
ENSG00000130402,ACTN4,Post-Transplant
ENSG00000283632,EXOC3L2,Post-Transplant
ENSG00000099337,KCNK6,Post-Transplant
ENSG00000224916,APOC4-APOC2,Post-Transplant
ENSG00000187534,PRR13P5,Post-Transplant
ENSG00000267144,ZNF222-DT,Post-Transplant
ENSG00000243581,RPS29P25,Post-Transplant
ENSG00000170956,CEACAM3,Post-Transplant
ENSG00000270876,ZNF30-AS1,Post-Transplant
ENSG00000268997,DNAJC19P3,Post-Transplant
ENSG00000268058,BNIP3P40,Post-Transplant
ENSG00000105372,RPS19,Post-Transplant
ENSG00000105404,RABAC1,Post-Transplant
ENSG00000125741,OPA3,Post-Transplant
ENSG00000240626,RN7SL150P,Post-Transplant
ENSG00000128626,MRPS12,Post-Transplant
ENSG00000104859,CLASRP,Post-Transplant
ENSG00000079385,CEACAM1,Post-Transplant
ENSG00000243130,PSG11,Post-Transplant
ENSG00000267291,MAP4K1-AS1,Post-Transplant
ENSG00000275652,MIR6796,Post-Transplant
ENSG00000239382,ALKBH6,Post-Transplant
ENSG00000249987,RPS4XP20,Post-Transplant
ENSG00000167601,AXL,Post-Transplant
ENSG00000257704,INAFM1,Post-Transplant
ENSG00000196967,ZNF585A,Post-Transplant
ENSG00000089327,FXYD5,Post-Transplant
ENSG00000104835,SARS2,Post-Transplant
ENSG00000255974,CYP2A6,Post-Transplant
ENSG00000185869,ZNF829,Post-Transplant
ENSG00000105290,APLP1,Post-Transplant
ENSG00000012124,CD22,Post-Transplant
ENSG00000267107,PCAT19,Post-Transplant
ENSG00000086544,ITPKC,Post-Transplant
ENSG00000105398,SULT2A1,Post-Transplant
ENSG00000211513,MIR320E,Post-Transplant
ENSG00000253027,SNORA70,Post-Transplant
ENSG00000213908,CYP2A7P1,Post-Transplant
ENSG00000267099,NTF6G,Post-Transplant
ENSG00000159882,ZNF230,Post-Transplant
ENSG00000213035,RPL23AP80,Post-Transplant
ENSG00000178934,LGALS7B,Post-Transplant
ENSG00000086548,CEACAM6,Post-Transplant
ENSG00000267662,TSHZ3-AS1,Post-Transplant
ENSG00000259009,TPRX2,Post-Transplant
ENSG00000105698,USF2,Post-Transplant
ENSG00000204851,PNMA8B,Post-Transplant
ENSG00000248830,ZNF807P,Post-Transplant
ENSG00000266916,ZNF793-AS1,Post-Transplant
ENSG00000259436,POU2F2-AS2,Post-Transplant
ENSG00000242100,RPL9P32,Post-Transplant
ENSG00000216588,IGSF23,Post-Transplant
ENSG00000105668,UPK1A,Post-Transplant
ENSG00000104936,DMPK,Post-Transplant
ENSG00000189164,ZNF527,Post-Transplant
ENSG00000104824,HNRNPL,Post-Transplant
ENSG00000153879,CEBPG,Post-Transplant
ENSG00000207003,RNU6-611P,Post-Transplant
ENSG00000205138,SDHAF1,Post-Transplant
ENSG00000182264,IZUMO1,Post-Transplant
ENSG00000075702,WDR62,Post-Transplant
ENSG00000271171,LINC00904,Post-Transplant
ENSG00000105672,ETV2,Post-Transplant
ENSG00000160410,SHKBP1,Post-Transplant
ENSG00000124459,ZNF45,Post-Transplant
ENSG00000227349,CEACAMP7,Post-Transplant
ENSG00000169515,CCDC8,Post-Transplant
ENSG00000028277,POU2F2,Post-Transplant
ENSG00000268696,ZNF723,Post-Transplant
ENSG00000268992,CDC42EP3P1,Post-Transplant
ENSG00000211580,MIR769,Post-Transplant
ENSG00000189144,ZNF573,Post-Transplant
ENSG00000277510,Metazoa_SRP,Post-Transplant
ENSG00000242436,RN7SL789P,Post-Transplant
ENSG00000272333,KMT2B,Post-Transplant
ENSG00000213967,ZNF726,Post-Transplant
ENSG00000142065,ZFP14,Post-Transplant
ENSG00000176920,FUT2,Post-Transplant
ENSG00000124299,PEPD,Post-Transplant
ENSG00000171817,ZNF540,Post-Transplant
ENSG00000167644,C19orf33,Post-Transplant
ENSG00000159871,LYPD5,Post-Transplant
ENSG00000118162,KPTN,Post-Transplant
ENSG00000063169,BICRA,Post-Transplant
ENSG00000188283,ZNF383,Post-Transplant
ENSG00000284544,MIR330,Post-Transplant
ENSG00000269637,RPL12P41,Post-Transplant
ENSG00000182393,IFNL1,Post-Transplant
ENSG00000105695,MAG,Post-Transplant
ENSG00000104879,CKM,Post-Transplant
ENSG00000006712,PAF1,Post-Transplant
ENSG00000267465,LINC03103,Post-Transplant
ENSG00000269806,BICRA-AS1,Post-Transplant
ENSG00000261316,LINC01834,Post-Transplant
ENSG00000205786,LINC01531,Post-Transplant
ENSG00000104818,CGB2,Post-Transplant
ENSG00000269576,HNRNPMP2,Post-Transplant
ENSG00000087088,BAX,Post-Transplant
ENSG00000269800,PLEKHA3P1,Post-Transplant
ENSG00000267779,LINC01533,Post-Transplant
ENSG00000233622,CYP2T1P,Post-Transplant
ENSG00000213889,PPM1N,Post-Transplant
ENSG00000008438,PGLYRP1,Post-Transplant
ENSG00000263002,ZNF234,Post-Transplant
ENSG00000197380,DACT3,Post-Transplant
ENSG00000236932,CEACAMP8,Post-Transplant
ENSG00000131116,ZNF428,Post-Transplant
ENSG00000240320,RPS29P27,Post-Transplant
ENSG00000204869,IGFL4,Post-Transplant
ENSG00000130751,NPAS1,Post-Transplant
ENSG00000105507,CABP5,Post-Transplant
ENSG00000073050,XRCC1,Post-Transplant
ENSG00000256294,ZNF225,Post-Transplant
ENSG00000268148,VN1R91P,Post-Transplant
ENSG00000269067,ZNF728,Post-Transplant
ENSG00000177202,SPACA4,Post-Transplant
ENSG00000213926,MSRB1P1,Post-Transplant
ENSG00000167625,ZNF526,Post-Transplant
ENSG00000105341,DMAC2,Post-Transplant
ENSG00000186838,SELENOV,Post-Transplant
ENSG00000167600,CYP2S1,Post-Transplant
ENSG00000161270,NPHS1,Post-Transplant
ENSG00000105321,CCDC9,Post-Transplant
ENSG00000196218,RYR1,Post-Transplant
ENSG00000243167,RPS10P28,Post-Transplant
ENSG00000226686,LINC01535,Post-Transplant
ENSG00000268510,IFNL3P1,Post-Transplant
ENSG00000105198,LGALS13,Post-Transplant
ENSG00000277533,MIR8077,Post-Transplant
ENSG00000267091,CTBP2P7,Post-Transplant
ENSG00000273777,CEACAM20,Post-Transplant
ENSG00000099338,CATSPERG,Post-Transplant
ENSG00000267204,LINC01782,Post-Transplant
ENSG00000225877,PSG8-AS1,Post-Transplant
ENSG00000213030,CGB8,Post-Transplant
ENSG00000181666,ZNF875,Post-Transplant
ENSG00000105202,FBL,Post-Transplant
ENSG00000268101,CYP2G2P,Post-Transplant
ENSG00000245848,CEBPA,Post-Transplant
ENSG00000268186,ZNF114-AS1,Post-Transplant
ENSG00000270164,LINC01480,Post-Transplant
ENSG00000200209,Y_RNA,Post-Transplant
ENSG00000160014,CALM3,Post-Transplant
ENSG00000259108,LINC01595,Post-Transplant
ENSG00000105409,ATP1A3,Post-Transplant
ENSG00000230681,CEACAMP4,Post-Transplant
ENSG00000267920,SNX6P1,Post-Transplant
ENSG00000105771,SMG9,Post-Transplant
ENSG00000105176,URI1,Post-Transplant
ENSG00000197019,SERTAD1,Post-Transplant
ENSG00000231561,CEACAMP5,Post-Transplant
ENSG00000283201,ZNF724,Post-Transplant
ENSG00000011485,PPP5C,Post-Transplant
ENSG00000267799,MAN1A2P1,Post-Transplant
ENSG00000256612,CYP2B7P,Post-Transplant
ENSG00000104825,NFKBIB,Post-Transplant
ENSG00000079432,CIC,Post-Transplant
ENSG00000268908,VN1R92P,Post-Transplant
ENSG00000170604,IRF2BP1,Post-Transplant
ENSG00000104814,MAP4K1,Post-Transplant
ENSG00000076650,GPATCH1,Post-Transplant
ENSG00000178904,DPY19L3,Post-Transplant
ENSG00000197050,ZNF420,Post-Transplant
ENSG00000012061,ERCC1,Post-Transplant
ENSG00000011600,TYROBP,Post-Transplant
ENSG00000268879,IGFL1P1,Post-Transplant
ENSG00000266226,MIR4323,Post-Transplant
ENSG00000007255,TRAPPC6A,Post-Transplant
ENSG00000189377,CXCL17,Post-Transplant
ENSG00000230558,CEACAMP2,Post-Transplant
ENSG00000269662,BNIP3P39,Post-Transplant
ENSG00000042753,AP2S1,Post-Transplant
ENSG00000124440,HIF3A,Post-Transplant
ENSG00000142235,LMTK3,Post-Transplant
ENSG00000130204,TOMM40,Post-Transplant
ENSG00000196357,ZNF565,Post-Transplant
ENSG00000245680,ZNF585B,Post-Transplant
ENSG00000266903,CEACAM16-AS1,Post-Transplant
ENSG00000268041,ERFL,Post-Transplant
ENSG00000105221,AKT2,Post-Transplant
ENSG00000130203,APOE,Post-Transplant
ENSG00000271655,BNIP3P35,Post-Transplant
ENSG00000069399,BCL3,Post-Transplant
ENSG00000161265,U2AF1L4,Post-Transplant
ENSG00000267319,SELENOKP1,Post-Transplant
ENSG00000254004,ZNF260,Post-Transplant
ENSG00000178386,ZNF223,Post-Transplant
ENSG00000267014,LINC01532,Post-Transplant
ENSG00000275726,MIR6088,Post-Transplant
ENSG00000205155,PSENEN,Post-Transplant
ENSG00000077348,EXOSC5,Post-Transplant
ENSG00000126251,GPR42,Post-Transplant
ENSG00000142230,SAE1,Post-Transplant
ENSG00000197110,IFNL3,Post-Transplant
ENSG00000221878,PSG7,Post-Transplant
ENSG00000105369,CD79A,Post-Transplant
ENSG00000171747,LGALS4,Post-Transplant
ENSG00000267767,LINC01801,Post-Transplant
ENSG00000166289,PLEKHF1,Post-Transplant
ENSG00000214855,APOC1P1,Post-Transplant
ENSG00000176222,ZNF404,Post-Transplant
ENSG00000267041,ZNF850,Post-Transplant
ENSG00000089351,GRAMD1A,Post-Transplant
ENSG00000197863,ZNF790,Post-Transplant
ENSG00000105329,TGFB1,Post-Transplant
ENSG00000251247,ZNF345,Post-Transplant
ENSG00000105697,HAMP,Post-Transplant
ENSG00000104967,NOVA2,Post-Transplant
ENSG00000171777,RASGRP4,Post-Transplant
ENSG00000183760,ACP7,Post-Transplant
ENSG00000105186,ANKRD27,Post-Transplant
ENSG00000243968,RN7SL402P,Post-Transplant
ENSG00000105419,MEIS3,Post-Transplant
ENSG00000253021,RNU6-902P,Post-Transplant
ENSG00000277759,MIR6719,Post-Transplant
ENSG00000105323,HNRNPUL1,Post-Transplant
ENSG00000104892,KLC3,Post-Transplant
ENSG00000243297,RPL31P61,Post-Transplant
ENSG00000160460,SPTBN4,Post-Transplant
ENSG00000213892,CEACAM16,Post-Transplant
ENSG00000242675,RPS16P9,Post-Transplant
ENSG00000237452,MEIOSIN,Post-Transplant
ENSG00000087074,PPP1R15A,Post-Transplant
ENSG00000105223,PLD3,Post-Transplant
ENSG00000105219,CCNP,Post-Transplant
ENSG00000006659,LGALS14,Post-Transplant
ENSG00000224910,LINC01766,Post-Transplant
ENSG00000197808,ZNF461,Post-Transplant
ENSG00000234465,PINLYP,Post-Transplant
ENSG00000007047,MARK4,Post-Transplant
ENSG00000161249,DMKN,Post-Transplant
ENSG00000178982,EIF3K,Post-Transplant
ENSG00000231412,LINC03078,Post-Transplant
ENSG00000269656,NOP53-AS1,Post-Transplant
ENSG00000234906,APOC2,Post-Transplant
ENSG00000250799,PRODH2,Post-Transplant
ENSG00000090006,LTBP4,Post-Transplant
ENSG00000275395,FCGBP,Post-Transplant
ENSG00000105447,GRWD1,Post-Transplant
ENSG00000268001,CARD8-AS1,Post-Transplant
ENSG00000267190,TYMSP2,Post-Transplant
ENSG00000269037,LINC01838,Post-Transplant
ENSG00000267498,UQCRFS1-DT,Post-Transplant
ENSG00000267489,LINC01837,Post-Transplant
ENSG00000185800,DMWD,Post-Transplant
ENSG00000188293,IGFL1,Post-Transplant
ENSG00000283212,MIR642B,Post-Transplant
ENSG00000269584,CRIPTOP7,Post-Transplant
ENSG00000105193,RPS16,Post-Transplant
ENSG00000196235,SUPT5H,Post-Transplant
ENSG00000199796,RNU6-924P,Post-Transplant
ENSG00000073008,PVR,Post-Transplant
ENSG00000236144,TMEM147-AS1,Post-Transplant
ENSG00000277531,PNMA8C,Post-Transplant
ENSG00000161298,ZNF382,Post-Transplant
ENSG00000105516,DBP,Post-Transplant
ENSG00000269858,EGLN2,Post-Transplant
ENSG00000104823,ECH1,Post-Transplant
ENSG00000126266,FFAR1,Post-Transplant
ENSG00000160007,ARHGAP35,Post-Transplant
ENSG00000181392,SYNE4,Post-Transplant
ENSG00000269837,IPO5P1,Post-Transplant
ENSG00000167635,ZNF146,Post-Transplant
ENSG00000239736,CEACAMP3,Post-Transplant
ENSG00000241604,RN7SL340P,Post-Transplant
ENSG00000105711,SCN1B,Post-Transplant
ENSG00000248098,BCKDHA,Post-Transplant
ENSG00000169393,ELSPBP1,Post-Transplant
ENSG00000166398,GARRE1,Post-Transplant
ENSG00000130749,ZC3H4,Post-Transplant
ENSG00000104866,PPP1R37,Post-Transplant
ENSG00000269303,GRAMD1A-AS1,Post-Transplant
ENSG00000105205,CLC,Post-Transplant
ENSG00000167595,PROSER3,Post-Transplant
ENSG00000213904,LIPE-AS1,Post-Transplant
ENSG00000105552,BCAT2,Post-Transplant
ENSG00000179846,NKPD1,Post-Transplant
ENSG00000131115,ZNF227,Post-Transplant
ENSG00000269086,LINC02965,Post-Transplant
ENSG00000125743,SNRPD2,Post-Transplant
ENSG00000226510,UPK1A-AS1,Post-Transplant
ENSG00000105483,CARD8,Post-Transplant
ENSG00000277136,Metazoa_SRP,Post-Transplant
ENSG00000269811,SCGB2B3P,Post-Transplant
ENSG00000126261,UBA2,Post-Transplant
ENSG00000187994,RINL,Post-Transplant
ENSG00000105486,LIG1,Post-Transplant
ENSG00000197841,ZNF181,Post-Transplant
